https://fbref.com/en/comps/1/stats/World-Cup-Stats
,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
865,Aimar Sher,MF,iq Iraq,23,1.no Sarpsborg 08,2002,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ef301f96
866,Kento Shiogai,FW,jp Japan,21,1.de Wolfsburg,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6bc2fef7
867,Mostafa Shobeir,GK,eg Egypt,26,1.eg Al Ahly,2000,5,5,480,5.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0cb1d2ba
868,Eldor Shomurodov,FW,uz Uzbekistan,30,1.tr Başakşehir,1995,3,3,269,3.0,1,0,1,1,0,0,0,0,0.33,0.00,0.33,0.33,0.33,Matches,57469b2d
869,Otabek Shukurov,MF,uz Uzbekistan,29,1.ae Baniyas FC,1996,3,3,237,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,62032a56
870,Nkosinathi Sibisi,DF,za South Africa,30,1.za Orlando Pirates,1995,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,932f8e2b
871,Kwasi Sibo,MF,gh Ghana,27,1.es Oviedo,1998,4,3,248,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,be834ad7
872,Niko Sigur,MF,ca Canada,22,1.hr Hajduk Split,2003,3,1,126,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5c56986b
873,Bernardo Silva,MF,pt Portugal,31,1.eng Manchester City,1994,4,1,97,1.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,3eb22ec9
874,Éderson Silva,MF,br Brazil,26,1.it Atalanta,1999,2,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a9202def
875,Giuliano Simeone,FW,ar Argentina,23,1.es Atlético Madrid,2002,3,2,192,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a6536561
876,Dominique Simon,MF,ht Haiti,25,1.sk 1. FC Tatran Prešov B,2000,2,0,56,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ffd8e8c5
877,Unai Simón,GK,es Spain,29,1.es Athletic Club,1997,8,8,750,8.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5dcf3e90
878,Sarpreet Singh,MF,nz New Zealand,27,1.au Wellington,1999,3,3,209,2.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4ba886c6
879,Wilfried Singo,DF,ci Côte d'Ivoire,25,1.tr Galatasaray,2000,2,2,171,1.9,0,1,1,0,0,0,0,0,0.00,0.53,0.53,0.00,0.53,Matches,8b609c34
880,Sphephelo Sithole,MF,za South Africa,27,1.pt Tondela,1999,3,3,229,2.5,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,33bcd4b3
881,Ellyes Skhiri,MFDF,tn Tunisia,31,1.de Frankfurt,1995,3,3,250,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c2211709
882,Alexandr Sojka,MFDF,cz Czechia,23,1.cz Viktoria Plzeň,2003,3,2,141,1.6,0,1,1,0,0,0,0,0,0.00,0.64,0.64,0.00,0.64,Matches,765b7bfc
883,Ramón Sosa,FWMF,py Paraguay,26,1.br Palmeiras,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2d3417a1
884,Tomáš Souček,MF,cz Czechia,31,1.eng West Ham,1995,3,1,137,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6613c819
885,Harry Souttar,DF,au Australia,27,2.eng Leicester City,1998,4,4,390,4.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0a6cb1b1
886,Djibril Sow,MF,ch Switzerland,29,1.es Sevilla,1997,4,2,253,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4c6facae
887,Çağlar Söyüncü,DF,tr Türkiye,30,1.tr Fenerbahçe,1996,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,21166ff4
888,Djed Spence,DF,eng England,25,1.eng Tottenham,2000,8,4,404,4.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9bc9a519
889,Marko Stamenic,MF,nz New Zealand,24,2.eng Swansea City,2002,3,3,269,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,690d1049
890,Josip Stanišić,DFMF,hr Croatia,26,1.de Bayern Munich,2000,4,4,360,4.0,0,1,1,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,Matches,7ed08d5c
891,Carl Starfelt,DF,se Sweden,31,1.es Celta Vigo,1995,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5cfec13d
892,Ross Stewart,FW,sct Scotland,29,2.eng Southampton,1996,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,18986367
893,Angelo Stiller,MF,de Germany,25,1.de Stuttgart,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3b1ed320
894,John Stones,DF,eng England,32,1.eng Manchester City,1994,5,3,330,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5eecec3d
895,Jørgen Strand Larsen,FW,no Norway,26,1.eng Crystal Palace,2000,2,1,105,1.2,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f553b2b3
896,Elliot Stroud,MF,se Sweden,23,1.se Mjällby,2002,4,2,166,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ff11bdec
897,Luis Suárez,FW,co Colombia,28,1.pt Sporting CP,1997,5,3,331,3.7,0,1,1,0,0,0,1,0,0.00,0.27,0.27,0.00,0.27,Matches,eeba07f8
898,Luka Sučić,FWMF,hr Croatia,23,1.es Real Sociedad,2002,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1e1378e1
899,Petar Sučić,MFFW,hr Croatia,22,1.it Inter,2003,4,3,289,3.2,1,1,2,1,0,0,1,0,0.31,0.31,0.62,0.31,0.62,Matches,23fb46ea
900,Yukinari Sugawara,MF,jp Japan,25,1.de Werder Bremen,2000,4,1,148,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,580bcd18
901,Rebin Sulaka,DF,iq Iraq,34,1.th Port FC,1992,2,1,43,0.5,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,928bec06
902,Pavel Šulc,FW,cz Czechia,25,1.fr Lyon,2000,3,2,189,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e9b893af
903,Kamaldeen Sulemana,MFFW,gh Ghana,24,1.us Atlanta Utd,2002,2,2,127,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a62f8bf1
904,Crysencio Summerville,FW,nl Netherlands,24,1.eng West Ham,2001,4,2,253,2.8,2,2,4,2,0,0,1,0,0.71,0.71,1.42,0.71,1.42,Matches,df04eb4b
905,Ivan Šunjić,MF,ba Bosnia–Herz,29,1.cy Pafos FC,1996,4,3,196,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e18098de
906,Finn Surman,DF,nz New Zealand,22,1.us Portland Timbers,2003,3,3,270,3.0,1,0,1,1,0,0,0,0,0.33,0.00,0.33,0.33,0.33,Matches,016e419b
907,Josip Šutalo,DF,hr Croatia,26,1.nl Ajax,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,33a6a650
908,Junnosuke Suzuki,DF,jp Japan,22,1.dk FC Copenhagen,2003,2,0,43,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,77428b1e
909,Yuito Suzuki,FWMF,jp Japan,24,1.de Freiburg,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c25a7a2a
910,Zion Suzuki,GK,jp Japan,23,1.it Parma,2002,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,51e1f4f5
911,Mattias Svanberg,MF,se Sweden,27,1.de Wolfsburg,1999,2,0,16,0.2,1,0,1,1,0,0,0,0,5.63,0.00,5.63,5.63,5.63,Matches,92d83c27
912,Daniel Svensson,DF,se Sweden,24,1.de Dortmund,2002,3,1,98,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,124c9382
913,Alexander Sørloth,FW,no Norway,30,1.es Atlético Madrid,1995,5,5,337,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e92cd3f7
914,Musa Al-Taamari,FW,jo Jordan,29,1.fr Rennes,1997,3,2,215,2.4,1,1,2,1,0,0,0,0,0.42,0.42,0.84,0.42,0.84,Matches,f15f8b2b
915,Haris Tabaković,FW,ba Bosnia–Herz,31,2.de Schalke 04,1994,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,723b19c7
916,Lee Tae-seok,MF,kr Korea Republic,23,1.at Austria Wien,2002,2,2,113,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,32257cce
917,Nicolás Tagliafico,DF,ar Argentina,33,1.fr Lyon,1992,7,5,476,5.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f0661424
918,Jonathan Tah,DF,de Germany,30,1.de Bayern Munich,1996,4,4,372,4.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bd142efb
919,Benjamin Tahirovic,MF,ba Bosnia–Herz,23,1.dk Brøndby,2003,4,2,237,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eb3022c3
920,Zaid Tahseen,DF,iq Iraq,25,1.uz Pakhtakor Tashkent FK,2001,2,2,149,1.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f3380f7e
921,Chemsdine Talbi,MF,ma Morocco,21,1.eng Sunderland,2005,5,1,179,2.0,0,1,1,0,0,0,0,0,0.00,0.50,0.50,0.00,0.50,Matches,47ce793b
922,Montassar Talbi,DF,tn Tunisia,28,1.fr Lorient,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a4a44eb0
923,Hassan Al Tambakti,DF,sa Saudi Arabia,27,1.sa Al-Hilal,1999,3,3,212,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6d78c320
924,Ao Tanaka,MF,jp Japan,27,1.eng Leeds United,1998,3,2,193,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1d36d6b6
925,Shogo Taniguchi,DF,jp Japan,34,1.be Sint-Truiden,1991,3,2,232,2.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,828a9c47
926,Mehdi Taremi,FW,ir IR Iran,33,1.gr Olympiacos,1992,3,3,259,2.9,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4c2a5d34
927,Aurélien Tchouaméni,MF,fr France,26,1.es Real Madrid,2000,4,4,360,4.0,0,1,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,Matches,4f255115
928,Arthur Theate,DF,be Belgium,26,1.de Frankfurt,2000,3,2,228,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,df8d6029
929,Igor Thiago,FW,br Brazil,24,1.eng Brentford,2001,1,1,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dc45ac24
930,Malick Thiaw,DFMF,de Germany,24,1.eng Newcastle,2001,2,0,42,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ff5ea0bf
931,Ryan Thomas,MF,nz New Zealand,31,1.nl Zwolle,1994,3,1,83,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,95efdac2
932,Brandon Thomas-Asante,FWMF,gh Ghana,27,2.eng Coventry City,1998,2,0,53,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fb152f96
933,Morten Thorsby,MF,no Norway,30,1.it Cremonese,1996,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d1b49282
934,Kristian Thorstvedt,MF,no Norway,27,1.it Sassuolo,1999,2,1,63,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,76ff8d0d
935,Marcus Thuram,FWMF,fr France,28,1.it Inter,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6f8cd6d0
936,Youri Tielemans,MF,be Belgium,29,1.eng Aston Villa,1997,5,5,474,5.3,2,0,2,1,1,1,0,0,0.38,0.00,0.38,0.19,0.19,Matches,56f7a928
937,Kieran Tierney,MF,sct Scotland,29,1.sct Celtic,1997,2,1,104,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fce2302c
938,Guus Til,FWMF,nl Netherlands,28,1.nl PSV,1997,1,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6e44569a
939,Malik Tillman,MF,us USA,24,1.de Leverkusen,2002,5,4,356,4.0,2,1,3,2,0,0,1,0,0.51,0.25,0.76,0.51,0.76,Matches,a5420709
940,Quinten Timber,MF,nl Netherlands,24,1.fr Marseille,2001,2,0,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,803e7aca
941,Takehiro Tomiyasu,DF,jp Japan,27,1.nl Ajax,1998,3,2,184,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b3af9be1
942,Ivan Toney,FW,eng England,30,1.sa Al-Ahli,1996,2,1,79,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e09f279b
943,Mehdi Torabi,MF,ir IR Iran,31,1.ir Tractor,1994,1,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,74567feb
944,Félix Torres Caicedo,DF,ec Ecuador,29,1.br Internacional,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c0a8860f
945,Ferran Torres,FW,es Spain,26,1.es Barcelona,2000,8,1,288,3.2,1,1,2,1,0,0,1,0,0.31,0.31,0.62,0.31,0.62,Matches,9e1035f8
946,Sebastian Tounekti,FW,tn Tunisia,23,1.sct Celtic,2002,3,1,84,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,584fee1f
947,Bazoumana Touré,MF,ci Côte d'Ivoire,20,1.de Hoffenheim,2006,3,1,80,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,93945a50
948,Mo Touré,FW,au Australia,22,2.eng Norwich City,2004,3,2,165,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8ac64b4e
949,Kai Trewin,DFMF,au Australia,25,1.us NYCFC,2001,1,0,75,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1ab3d134
950,Trézéguet,MF,eg Egypt,31,1.eg Al Ahly,1994,4,1,164,1.8,1,1,2,1,0,0,0,0,0.55,0.55,1.10,0.55,1.10,Matches,3ae14ed1
951,Francisco Trincão,FWMF,pt Portugal,26,1.pt Sporting CP,1999,1,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,77e39b04
952,Leandro Trossard,MFFW,be Belgium,31,1.eng Arsenal,1994,6,6,506,5.6,2,2,4,2,0,0,0,0,0.36,0.36,0.71,0.36,0.71,Matches,38ceb24a
953,Auston Trusty,DF,us USA,27,1.sct Celtic,1998,2,1,101,1.1,1,0,1,1,0,0,0,0,0.89,0.00,0.89,0.89,0.89,Matches,cddf767b
954,Axel Tuanzebe,DF,cd Congo DR,28,1.eng Burnley,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2baec6ce
955,Matt Turner,GK,us USA,31,1.us NE Revolution,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4a51ba65
956,Ayase Ueda,FW,jp Japan,27,1.nl Feyenoord,1998,4,4,321,3.6,2,1,3,2,0,0,0,0,0.56,0.28,0.84,0.56,0.84,Matches,c0295327
957,Manuel Ugarte,MF,uy Uruguay,25,1.eng Manchester Utd,2001,3,3,184,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c9817014
958,Deniz Undav,FW,de Germany,29,1.de Stuttgart,1996,4,1,151,1.7,3,2,5,3,0,0,0,0,1.79,1.19,2.98,1.79,2.98,Matches,dd549382
959,Dayot Upamecano,DF,fr France,27,1.de Bayern Munich,1998,8,7,660,7.3,0,1,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,Matches,d248cd8f
960,Jakhongir Urozov,DF,uz Uzbekistan,22,1.uz FK Dinamo Samarqand,2004,2,1,95,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,71210bed
961,Oston Urunov,MF,uz Uzbekistan,25,1.ir Persepolis,2000,2,1,63,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,56521adf
962,Can Uzun,MF,tr Türkiye,20,1.de Frankfurt,2005,2,0,38,0.4,0,1,1,0,0,0,0,0,0.00,2.37,2.37,0.00,2.37,Matches,1d0b134a
963,Enner Valencia,FW,ec Ecuador,36,1.mx Pachuca,1989,4,4,287,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fb485406
964,Yan Valery,DF,tn Tunisia,27,1.ch Young Boys,1999,3,3,251,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,531a4aa8
965,Federico Valverde,MF,uy Uruguay,27,1.es Real Madrid,1998,3,3,236,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0959c2a2
966,Virgil van Dijk,DF,nl Netherlands,34,1.eng Liverpool,1991,4,4,390,4.3,1,1,2,1,0,0,0,0,0.23,0.23,0.46,0.23,0.46,Matches,e06683ca
967,Hans Vanaken,MF,be Belgium,33,1.be Club Brugge,1992,6,3,319,3.5,1,2,3,1,0,0,0,0,0.28,0.56,0.85,0.28,0.85,Matches,392a7aea
968,Guillermo Varela,DF,uy Uruguay,33,1.br Flamengo,1993,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5c961282
969,Hélio Varela,FW,cv Cabo Verde,24,1.il Maccabi Tel Aviv,2002,3,0,104,1.2,1,0,1,1,0,0,0,0,0.87,0.00,0.87,0.87,0.87,Matches,91c99fec
970,Camilo Vargas,GK,co Colombia,37,1.mx Atlas,1989,5,5,480,5.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,004e3d0f
971,Obed Vargas,MF,mx Mexico,20,1.es Atlético Madrid,2005,3,0,66,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9cc1fde4
972,Ruben Vargas,MF,ch Switzerland,27,1.es Sevilla,1998,6,3,284,3.2,2,1,3,2,0,0,0,0,0.63,0.32,0.95,0.63,0.95,Matches,6ecbddf6
973,Nikola Vasilj,GK,ba Bosnia–Herz,30,1.de St Pauli,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f038585f
974,Johan Vásquez,DF,mx Mexico,27,1.it Genoa,1998,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5eaed77a
975,Alexis Vega,FWMF,mx Mexico,28,1.mx Toluca,1997,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f40f4c38
976,Renato Veiga,DF,pt Portugal,22,1.es Villarreal,2003,5,5,450,5.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,fc8fcbd1
977,Gustavo Velásquez,DF,py Paraguay,35,1.py Cerro Porteño,1991,5,2,246,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b99b4cf5
978,Nishan Velupillay,MF,au Australia,25,1.au Melb. Victory,2001,2,1,75,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,40cb6b33
979,Micky van de Ven,DFMF,nl Netherlands,25,1.eng Tottenham,2001,3,3,265,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8fe2a392
980,Bart Verbruggen,GK,nl Netherlands,23,1.eng Brighton,2002,4,4,390,4.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cf134113
981,Matías Viña,DF,uy Uruguay,28,1.br Flamengo,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,08eb3b58
982,Federico Viñas,FW,uy Uruguay,27,1.es Oviedo,1998,3,2,192,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d30c7094
983,Denis Višinský,FW,cz Czechia,23,1.cz Viktoria Plzeň,2003,1,1,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d5aac0e9
984,Pedro Vite,MF,ec Ecuador,24,1.mx UNAM,2002,4,4,360,4.0,0,1,1,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,Matches,9c146b36
985,Vitinha,MF,pt Portugal,26,1.fr PSG,2000,5,5,376,4.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3b029691
986,Nikola Vlašić,MF,hr Croatia,28,1.it Torino,1997,3,2,189,2.1,1,0,1,1,0,0,0,0,0.48,0.00,0.48,0.48,0.48,Matches,aa8e289e
987,Cristian Volpato,MF,au Australia,22,1.it Sassuolo,2003,3,2,160,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,72f87f25
988,Vozinha,GK,cv Cabo Verde,40,2.pt Chaves,1986,4,4,390,4.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dc04ac24
989,Francis de Vries,DF,nz New Zealand,31,1.au Auckland FC,1994,2,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,90a63dda
990,Luka Vušković,DF,hr Croatia,19,1.de Hamburger SV,2007,1,1,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fd6bdbce
991,Elye Wahi,FW,ci Côte d'Ivoire,23,1.fr Nice,2003,3,1,110,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0d7b6576
992,Aaron Wan-Bissaka,DF,cd Congo DR,28,1.eng West Ham,1997,4,4,354,3.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9e525177
993,Paul Wanner,MF,at Austria,20,1.nl PSV,2005,4,2,234,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cb64672e
994,Tsuyoshi Watanabe,DF,jp Japan,29,1.nl Feyenoord,1997,2,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d5f5955a
995,Cecilio Waterman,FW,pa Panama,35,1.cl U Concepción,1991,2,1,76,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ddd5637f
996,Ollie Watkins,FWMF,eng England,30,1.eng Aston Villa,1995,2,0,52,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,aed3a70f
997,Timothy Weah,MF,us USA,26,1.fr Marseille,2000,2,1,76,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8eec784d
998,Wout Weghorst,FW,nl Netherlands,33,1.nl Ajax,1992,1,0,50,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c4e87b8b
999,Jacob Widell Zetterström,GK,se Sweden,27,2.eng Derby County,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ac5120d8
1000,Silvan Widmer,DF,ch Switzerland,33,1.de Mainz 05,1993,5,1,175,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f68b64fc
1001,Iñaki Williams,MFFW,gh Ghana,31,1.es Athletic Club,1994,2,2,126,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,6a99e0b1
1002,Nico Williams,MF,es Spain,23,1.es Athletic Club,2002,6,0,113,1.3,0,1,1,0,0,0,0,0,0.00,0.80,0.80,0.00,0.80,Matches,afdc14d7
1003,Ronwen Williams,GK,za South Africa,34,1.za Sundowns,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a66cc153
1004,Patrick Wimmer,FWMF,at Austria,25,1.de Wolfsburg,2001,2,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cb11b429
1005,Florian Wirtz,MF,de Germany,23,1.eng Liverpool,2003,4,4,361,4.0,0,3,3,0,0,0,0,0,0.00,0.75,0.75,0.00,0.75,Matches,e7fcf289
1006,Yoane Wissa,FW,cd Congo DR,29,1.eng Newcastle,1996,4,4,360,4.0,3,0,3,2,1,1,0,0,0.75,0.00,0.75,0.50,0.50,Matches,2500cef9
1007,Axel Witsel,DFMF,be Belgium,37,1.es Girona,1989,2,0,33,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5dfc6ad5
1008,Nick Woltemade,FWMF,de Germany,24,1.eng Newcastle,2002,1,0,33,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7ca196eb
1009,Chris Wood,FW,nz New Zealand,34,1.eng Nottingham,1991,3,3,270,3.0,0,2,2,0,0,0,0,0,0.00,0.67,0.67,0.00,0.67,Matches,4e9a0555
1010,Haji Wright,FWMF,us USA,28,2.eng Coventry City,1998,2,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,91cd37b7
1011,Granit Xhaka,MF,ch Switzerland,33,1.eng Sunderland,1992,6,6,600,6.7,1,0,1,0,1,1,2,0,0.15,0.00,0.15,0.00,0.00,Matches,e61b8aee
